count,ax,ay,az,gx,gy,gz
6553,364,-572,18268,-473,19014,-153
6554,-164,-420,18264,-521,18571,-104
6555,-776,-372,18324,-513,18005,-108
6556,-1268,-200,18200,-545,17376,-154
6557,-2104,-304,18108,-413,16532,-95
6558,-2696,-132,18448,-516,15567,-110
6559,-3080,-348,18464,-566,14389,-104
6560,-3528,80,18428,-573,13232,-117
6561,-4144,-160,18112,-501,11859,-99
6562,-4248,-16,18508,-485,10541,-106
6563,-4660,-180,18200,-552,9124,-134
6564,-4964,-364,18440,-615,7646,-120
6565,-5248,-184,18204,-644,6168,-125
6566,-5364,-272,18496,-664,4565,-140
6567,-5268,-112,18516,-722,3014,-141
6568,-5300,-180,18308,-777,1487,-113
6569,-5392,-256,18068,-770,-14,-72
6570,-5388,-152,18132,-789,-1389,-98
6571,-5136,-120,18496,-832,-2888,-114
6572,-5160,-84,18456,-908,-4413,-81
6573,-4832,-156,18376,-910,-5766,-60
6574,-4860,-248,18216,-918,-7186,-66
6575,-4244,-192,18492,-950,-8430,-81
6576,-3904,-188,18400,-1034,-9651,-70
6577,-3708,-96,18344,-1046,-10770,-91
6578,-3376,-104,18460,-1021,-11842,-84
6579,-2956,-64,18652,-1039,-12935,-102
6580,-2672,-224,18352,-1110,-13986,-63
6581,-1988,-268,18320,-1081,-14912,-59
6582,-1516,-208,18316,-1104,-15900,-67
6583,-1368,-296,18376,-1154,-16824,-34
6584,-108,-540,18276,-1134,-17520,-41
6585,208,-180,18356,-1160,-18265,-84
6586,676,-188,18224,-1165,-18791,-33
6587,1464,-164,18012,-1088,-19155,-62
6588,1656,-176,17892,-1145,-19248,-94
6589,3336,-216,17932,-1133,-19222,-104
6590,3636,-532,18328,-1147,-18872,-101
6591,3984,-20,17412,-1120,-18441,-86
6592,5088,-100,17892,-1120,-18116,-39
6593,5320,-792,17676,-1055,-17545,-8
6594,5884,-620,17472,-1058,-16762,-32
6595,5992,-424,17384,-1065,-16280,0
6596,6772,-424,17224,-1079,-15444,-35
6597,7892,-52,16988,-1103,-14469,-190
6598,10836,-20,18124,-1021,-12303,-96
6599,9952,-460,16128,-1011,-10049,-205
6600,9628,-960,14832,-769,-7906,-3
6601,9192,-920,17236,-546,-6487,-12
6602,10148,-148,18376,-880,-4967,-97
6603,10320,-284,17284,-1238,-2852,-59
6604,10148,-64,15568,-1030,-1046,-103
6605,10848,-252,16380,-599,1151,-172
6606,10472,-532,16880,-457,3324,-114
6607,10376,-696,17288,-781,5182,-111
6608,9584,-492,16544,-921,6923,-196
6609,9596,-208,16820,-708,8535,-233
6610,9716,-80,16932,-574,10201,-224
6611,9708,-188,17184,-542,12138,-286
6612,9220,-440,16776,-630,13985,-347
6613,8320,-772,16684,-631,15575,-371
6614,7676,-492,17160,-615,16811,-418
6615,6672,-252,17500,-638,17876,-562
6616,6188,-236,17756,-681,18854,-591
6617,5416,-256,17512,-736,19313,-729
6618,4524,-336,17408,-653,19884,-679
6619,3832,-200,17888,-610,20572,-532
6620,3152,-320,18040,-538,20932,-537
6621,2604,-116,17848,-647,21043,-532
6622,1532,-220,17460,-661,21203,-509
6623,692,-336,18040,-448,21036,-517
6624,-192,-396,18200,-371,20691,-474
6625,-612,-372,18068,-506,20286,-330
6626,-1560,-264,18144,-637,19619,-260
6627,-1696,108,18284,-488,18962,-180
6628,-2780,-56,18212,-367,17897,-108
6629,-3156,-144,18560,-413,16683,-83
6630,-4084,-88,18176,-574,15324,-87
6631,-4468,-236,18540,-577,13939,-52
6632,-4992,-140,18192,-572,12184,-70
6633,-5204,-116,18100,-597,10530,-87
6634,-5620,-220,18260,-645,8788,-76
6635,-5820,-40,18412,-746,7068,-114
6636,-6132,-196,18084,-751,5249,-88
6637,-6216,-176,18148,-757,3423,-93
6638,-6284,-132,18092,-795,1564,-93
6639,-6212,-156,18292,-881,-275,-71
6640,-6260,-32,18228,-904,-2181,-75
6641,-6360,-340,18076,-924,-3988,-88
6642,-5748,-40,18472,-953,-5782,-87
6643,-5776,-392,18176,-903,-7547,-57
6644,-5404,-112,18412,-977,-9190,-90
6645,-5236,-312,18108,-1052,-10901,-92
6646,-4700,-112,18168,-1077,-12551,-80
6647,-4516,88,18332,-1103,-14170,-119
6648,-4064,64,18372,-1090,-15771,-142
6649,-3328,48,18572,-1093,-17180,-114
6650,-2604,-344,18008,-1061,-18595,-108
6651,-1984,-212,18184,-1080,-19721,-78
6652,-1088,-220,18120,-1178,-20864,-60
6653,-608,-192,17828,-1133,-21714,-68
6654,-92,-328,18108,-1170,-22388,-64
6655,704,-156,17760,-1146,-23170,-130
6656,1268,-508,17424,-1187,-23526,-106
6657,3228,-80,17740,-1309,-23730,-174
6658,3604,16,17932,-1314,-23672,-226
6659,4960,272,17296,-1112,-23579,-247
6660,5372,-92,16632,-1122,-22880,-342
6661,7412,-48,16504,-1102,-21702,-431
6662,8408,-276,16912,-1198,-20130,-544
6663,11524,-260,17204,-1101,-17650,-445
6664,12912,-84,16376,-1680,-13326,-825
6665,11968,-828,12788,-1404,-10258,-686
6666,9796,-1092,16296,-415,-7926,-474
6667,11112,-260,18816,-794,-6090,-884
6668,11004,-576,17624,-1769,-2904,-809
6669,11200,-200,15580,-1836,-1087,-914
6670,11712,0,15256,-1062,1669,-1138
6671,12216,-316,16316,-591,4231,-1179
6672,10656,-556,16940,-1110,6712,-1087
6673,9504,-80,16952,-1447,8696,-1339
6674,9704,-260,17200,-1090,10409,-1521
6675,9664,-388,16380,-1004,12196,-1390
6676,8912,-588,16488,-1066,13927,-1509
6677,7612,-232,17040,-915,15433,-1754
6678,7736,-980,17588,-986,16543,-1614
6679,6272,-744,17308,-1049,17264,-1716
6680,4808,20,17216,-1049,18246,-1830
6681,5332,-728,18140,-773,18760,-1728
6682,4060,-368,17460,-745,18751,-1666
6683,4056,-392,17864,-897,19288,-1823
6684,3080,-296,17612,-767,19621,-1770
6685,2896,-608,17984,-694,19656,-1542
6686,1836,-252,18560,-642,19825,-1453
6687,472,-216,18288,-655,19328,-1630
6688,500,-336,18288,-536,18912,-1520
6689,-1140,-448,17892,-535,18254,-1220
6690,-1832,-192,18216,-560,17421,-1240
6691,-1996,-260,18504,-625,16463,-1111
6692,-2840,-336,17944,-527,15332,-762
6693,-3584,32,18380,-488,14386,-483
6694,-3624,20,18144,-627,13232,-168
6695,-4020,-248,18228,-657,11752,85
6696,-4052,-240,18672,-617,10200,31
6697,-4576,-172,18848,-677,8763,-134
6698,-4608,-220,18232,-669,7138,-90
6699,-4744,-156,18104,-723,5560,-84
6700,-4884,-108,18460,-705,4077,-101
6701,-5052,-20,18476,-690,2391,-115
6702,-5160,-164,18488,-711,672,-93
6703,-5192,-272,18456,-807,-902,-74
6704,-5268,-324,18420,-905,-2632,-102
6705,-5036,-116,18488,-923,-4389,-97
6706,-4724,-24,18500,-921,-6007,-83
6707,-4080,24,18520,-975,-7496,-102
6708,-4292,-88,18208,-976,-8984,-80
6709,-4052,-264,18480,-957,-10355,-85
6710,-3612,-144,18628,-1010,-11796,-108
6711,-3044,-144,18464,-1086,-13189,-127
6712,-2432,-160,18204,-1028,-14566,-215
6713,-1672,-220,18288,-959,-15897,-432
6714,-920,-228,18776,-1057,-17184,-757
6715,-4304,-712,18160,-1190,-18071,-644
6716,472,196,19088,-1101,-17603,184
6717,1196,-660,17336,-947,-19525,140
6718,536,-16,18488,-983,-19304,-257
6719,1864,-360,17628,-835,-19220,102
6720,2504,-480,17584,-1294,-20234,20
6721,2316,-948,17448,-1018,-19676,-80
6722,4028,-80,18352,-935,-19758,-105
6723,4384,20,17500,-1078,-19868,97
6724,3828,-88,16232,-1238,-19199,40
6725,6004,164,17736,-1094,-18706,-139
6726,7104,404,17500,-859,-18358,-54
6727,7340,-716,17064,-977,-16973,34
6728,8420,-332,16776,-1131,-16001,-174
6729,8320,-192,16440,-1045,-14610,-164
6730,9672,-292,16856,-982,-12870,-221
6731,10860,-412,16992,-1039,-11105,-239
6732,11760,-604,16520,-1234,-7955,-296
6733,11192,-616,14880,-1187,-5763,-563
6734,10760,-316,16588,-1050,-3855,-702
6735,11480,-4,17560,-1154,-1942,-830
6736,11316,-120,16256,-1385,196,-1011
6737,10780,-516,15844,-1233,2137,-1005
6738,11100,-628,16272,-1081,3975,-1151
6739,10792,-380,16456,-1248,6299,-1254
6740,10012,-44,16512,-1473,7882,-1434
6741,9316,-184,16328,-1336,9500,-1606
6742,10256,-432,17012,-1025,11329,-1619
6743,9924,-720,16968,-944,12933,-1631
6744,8380,-476,16396,-1262,14479,-1870
6745,7512,-288,16652,-1392,16187,-1888
6746,7936,-736,17756,-1182,17173,-1813
6747,6240,-228,17448,-894,17992,-1795
6748,5892,-368,17340,-965,18920,-1837
6749,4812,-428,17104,-1109,19273,-1809
6750,4176,-612,17596,-835,19838,-1647
6751,3412,-116,17816,-850,19919,-1577
6752,3020,-364,18368,-754,20213,-1609
6753,1760,-216,17832,-786,19908,-1501
6754,1300,-568,18480,-668,19628,-1540
6755,268,-256,17888,-652,19312,-1431
6756,-576,8,17952,-727,18753,-1280
6757,-1028,-204,18288,-580,18047,-945
6758,-1596,4,18440,-546,17355,-723
6759,-2260,-16,18276,-548,16592,-410
6760,-2676,-432,18136,-465,15608,88
6761,-3032,-200,18724,-550,14083,26
6762,-3656,-316,18516,-609,12445,-150
6763,-4024,-212,18140,-633,11039,-94
6764,-4452,108,18536,-645,9389,-47
6765,-4604,-208,18524,-759,7796,-102
6766,-4900,-60,18520,-697,5985,-125
6767,-5376,-240,18308,-591,4238,-89
6768,-5124,-236,18456,-652,2407,-138
6769,-5192,-212,18804,-711,504,-140
6770,-5432,-252,18524,-826,-1422,-122
6771,-5056,-52,18400,-892,-3330,-111
6772,-4852,-48,18260,-918,-5082,-114
6773,-4580,-100,18636,-923,-6796,-122
6774,-4352,-132,18520,-939,-8521,-117
6775,-4148,-80,18496,-988,-10112,-122
6776,-3520,-164,18792,-1087,-11675,-108
6777,-2792,76,18532,-1176,-13107,-114
6778,-2212,-136,18196,-962,-14456,-175
6779,-1132,-396,18508,-955,-15645,-342
6780,-292,-184,18716,-1116,-16478,-556
6781,376,-264,18248,-1167,-17159,-950
6782,-684,24,20024,-1516,-16915,-313
6783,-584,768,16824,-1345,-16235,167
6784,2900,-552,17916,-725,-17674,27
6785,1688,-520,18788,-914,-16608,-222
6786,2964,-524,17972,-1079,-16864,-4
6787,3608,-452,17384,-1308,-17249,-56
6788,4064,-156,18584,-1163,-15770,-28
6789,5136,172,17784,-947,-15858,-137
6790,5680,16,18080,-1011,-15012,15
6791,6572,-116,17952,-865,-13888,69
6792,6424,-816,17776,-894,-13026,-126
6793,7528,-624,17392,-1110,-11731,-136
6794,7848,-456,17036,-1076,-10153,70
6795,8520,-40,17420,-985,-8513,-118
6796,8836,-236,17432,-873,-6551,-279
6797,9060,-204,17188,-792,-4726,-180
6798,9684,-476,17112,-913,-2648,-213
6799,10472,-488,17468,-922,-35,-343
6800,10052,-296,16320,-929,2149,-409
6801,8536,-396,16420,-822,4425,-324
6802,8488,-356,17936,-621,5786,-418
6803,8260,-316,18204,-788,7284,-464
6804,7900,-508,17304,-954,8843,-483
6805,7628,-192,16620,-944,10030,-577
6806,7240,-200,17480,-782,11635,-560
6807,6768,0,18280,-569,12687,-511
6808,6488,-348,17876,-644,13775,-531
6809,5712,-484,17164,-758,14909,-515
6810,5092,-504,17536,-777,15765,-528
6811,4536,-296,18076,-698,16389,-465
6812,4160,-116,18560,-514,16946,-383
6813,3068,-132,17936,-562,17313,-332
6814,2240,-284,17824,-567,17426,-322
6815,1788,-368,18256,-534,17610,-358
6816,1028,-400,18336,-540,17404,-343
6817,736,-332,18612,-513,17030,-141
6818,-576,-268,18212,-508,16724,-112
6819,-780,-116,18368,-589,16043,-211
6820,-1040,-244,18392,-518,15277,-121
6821,-1740,-80,18504,-464,14450,-66
6822,-2016,-436,18360,-597,13609,-117
6823,-2276,-72,18148,-696,12723,-153
6824,-2844,-316,18360,-586,11977,-78
6825,-3112,44,18480,-644,10857,-113
6826,-3488,-8,18688,-698,9911,-149
6827,-3660,-168,18456,-642,8833,-114
6828,-4212,-324,18268,-649,7554,-92
6829,-4144,-316,18288,-677,6358,-89
6830,-4288,-68,18228,-745,5227,-122
6831,-4492,-56,18636,-772,4027,-122
6832,-4524,60,18636,-763,2721,-87
6833,-4636,-64,18420,-782,1483,-112
6834,-4656,-136,18220,-796,243,-89
6835,-4640,-192,18396,-844,-1048,-80
6836,-4640,-128,18584,-921,-2372,-87
6837,-4564,-72,18452,-922,-3701,-67
6838,-4664,-96,18192,-938,-5107,-32
6839,-4580,68,18360,-908,-6463,-50
6840,-4384,-112,18476,-940,-7876,-56
6841,-4132,-184,18580,-1003,-9282,-49
6842,-3748,-272,18360,-1020,-10626,-44
6843,-3136,-60,18556,-990,-11830,-88
6844,-2552,72,18616,-1027,-12829,-76
6845,-1892,-192,18324,-1035,-13684,-60
6846,-1144,-244,18300,-992,-14240,-54
6847,-772,-392,18384,-984,-14730,-56
6848,244,-448,18612,-1066,-14707,39
6849,716,-188,18056,-1162,-14746,17
6850,2076,-548,18104,-1063,-14393,-54
6851,3384,-216,17896,-1007,-13429,-75
6852,4032,-108,18248,-983,-12028,6
6853,4372,-512,18240,-892,-10849,-55
6854,5096,-520,18428,-917,-9433,-52
6855,4264,-348,18336,-1059,-8130,-23
6856,4764,-140,18388,-1106,-6959,-52
6857,4636,-232,18436,-963,-5748,-87
6858,4760,20,18436,-848,-4707,-44
6859,4608,-136,18400,-860,-3805,-77
6860,4572,-352,18488,-934,-2719,-105
6861,4564,-192,18284,-861,-1677,-121
6862,4600,-260,18184,-824,-769,-125
6863,4548,-196,18300,-803,124,-98
6864,4452,-280,18336,-790,883,-113
6865,4188,-380,18404,-768,1610,-125
6866,3972,-268,18488,-772,2221,-109
6867,3820,-424,18556,-811,2766,-77
6868,3612,-52,18576,-767,3172,-115
6869,3252,-268,18392,-736,3558,-112
6870,3084,-308,18276,-714,3813,-119
6871,2712,-288,18608,-698,3981,-103
6872,2580,-248,18584,-699,4001,-129
6873,2188,-288,18484,-724,3956,-139
6874,2156,-244,18676,-706,3793,-103
6875,2060,-212,18536,-705,3650,-115
6876,1724,-268,18468,-699,3430,-120
6877,1668,-284,18696,-697,3214,-94
6878,1524,-248,18700,-739,2888,-103
6879,1300,-248,18760,-791,2593,-103
6880,1260,-172,18736,-802,2216,-108
6881,996,-120,18728,-754,1767,-81
6882,1000,-228,18744,-769,1354,-96
6883,944,-340,18764,-786,920,-98
6884,1004,-236,18740,-827,501,-118
6885,944,-120,18740,-802,-7,-87
6886,960,-148,18692,-775,-426,-97
6887,952,-244,18736,-814,-813,-86
6888,1284,-184,18628,-783,-1120,-77
6889,1440,-268,18608,-818,-1295,-74
6890,1704,-368,18580,-820,-1514,-68
6891,1692,-460,18596,-755,-1645,-68
6892,2012,-340,18708,-808,-1618,-59
6893,2020,-304,18556,-853,-1477,-73
6894,2408,-332,18620,-805,-1366,-58
6895,2092,-200,18640,-850,-1471,-55
6896,2312,-340,18620,-860,-1337,-48
6897,2192,-248,18716,-856,-1265,-64
6898,2352,-216,18628,-880,-1120,-57
6899,2356,-124,18628,-849,-1121,-60
6900,2184,-272,18536,-843,-1095,-81
6901,2328,-104,18664,-887,-1084,-112
6902,2016,-144,18588,-877,-1140,-107
6903,2044,-120,18640,-846,-1232,-89
6904,2084,-132,18568,-810,-1401,-120
6905,1872,-276,18612,-847,-1636,-124
6906,1788,-248,18504,-912,-1961,-129
6907,2028,-160,18568,-922,-2250,-138
6908,2372,-24,18552,-872,-2457,-79
6909,2516,-232,18560,-777,-2552,-123
6910,2724,-200,18628,-759,-2595,-124
6911,2820,-404,18316,-787,-2564,-114
6912,2888,-268,18368,-852,-2448,-109
6913,3188,-256,18632,-801,-2327,-109
6914,3292,-152,18652,-801,-2178,-97
6915,3236,-188,18436,-770,-1918,-86
6916,3420,-348,18428,-808,-1722,-75
6917,3416,-392,18312,-853,-1481,-72
6918,3552,-204,18528,-843,-1186,-89
6919,3468,-120,18432,-836,-971,-81
6920,2988,-336,18388,-817,-843,-93
6921,3440,-244,18536,-821,-569,-106
6922,3448,-176,18500,-833,-400,-93
6923,3324,-364,18704,-844,-253,-86
6924,3352,-160,18564,-851,-217,-87
6925,3184,-232,18472,-809,-160,-70
6926,3128,-220,18532,-814,-159,-88
6927,3068,-260,18492,-821,-194,-52
6928,3032,-284,18348,-792,-193,-82
6929,3100,-228,18644,-827,-224,-96
6930,3004,-352,18288,-839,-295,-95
6931,3124,-184,18388,-840,-351,-80
6932,3076,-116,18392,-839,-464,-81
6933,3052,-252,18544,-816,-518,-104
6934,3152,-148,18404,-833,-602,-85
6935,3176,-276,18428,-818,-713,-99
6936,3268,-296,18656,-837,-767,-100
6937,3344,-224,18520,-822,-770,-85
6938,3472,-188,18512,-814,-690,-91
6939,3440,-244,18600,-870,-633,-89
6940,3416,-200,18324,-822,-585,-89
6941,3432,-240,18408,-804,-552,-95
6942,3488,-208,18416,-806,-510,-90
6943,3364,-252,18568,-834,-507,-61
6944,3472,-220,18400,-836,-456,-77
6945,3472,-364,18368,-791,-420,-101
6946,3556,-224,18308,-812,-317,-80
6947,3440,-240,18436,-795,-255,-96
6948,3444,-324,18540,-808,-258,-79
6949,3644,-268,18460,-780,-216,-87
6950,3512,-232,18340,-835,-166,-83
6951,3576,-88,18336,-808,-149,-90
6952,3516,-196,18460,-788,-127,-87
6953,3596,-340,18516,-782,-130,-83
6954,3608,-328,18324,-797,-100,-85
6955,3688,-288,18532,-816,-32,-90
6956,3640,-228,18360,-793,11,-75
6957,3492,-212,18560,-819,63,-97
6958,3624,-300,18460,-803,76,-96
6959,3552,-232,18436,-840,134,-117
6960,3520,-208,18344,-810,110,-96
6961,3484,-332,18416,-786,107,-97
6962,3484,-156,18460,-820,119,-92
6963,3512,-232,18492,-816,130,-101
6964,3576,-248,18432,-821,158,-82
6965,3704,-296,18340,-846,222,-97
6966,3764,-268,18244,-824,329,-90
6967,3804,-260,18208,-810,416,-92
6968,3812,-300,18464,-800,573,-102
6969,3516,-236,18388,-794,679,-103
6970,3588,-264,18196,-818,772,-108
6971,3488,-240,18312,-790,820,-94
6972,3460,-312,18364,-783,801,-90
6973,3276,-188,18408,-811,735,-87
6974,3364,-172,18500,-842,664,-81
6975,3168,-196,18428,-817,537,-118
6976,3216,-140,18464,-812,419,-81
6977,3232,-160,18308,-817,332,-96
6978,3328,-200,18408,-809,286,-105
6979,3400,-296,18404,-800,251,-89
6980,3356,-332,18388,-817,174,-77
6981,3324,-296,18424,-807,162,-78
6982,3404,-224,18540,-838,147,-89
6983,3364,-232,18672,-830,115,-98
6984,3364,-292,18308,-795,101,-62
6985,3396,-256,18548,-823,81,-89
6986,3548,-220,18504,-857,143,-82
6987,3592,-80,18352,-854,175,-91
6988,3768,-228,18352,-775,339,-118
6989,3572,-128,18364,-762,468,-91
6990,3528,-384,18320,-751,447,-73
6991,3280,-408,18624,-812,535,-81
6992,3564,-300,18368,-868,544,-97
6993,3504,-188,18420,-875,540,-75
6994,3460,-124,18440,-750,624,-65
6995,3520,24,18400,-668,673,-34
6996,3648,-240,18192,-640,742,-52
6997,3692,-400,18436,-662,964,11
6998,3644,-264,18632,-719,1056,-10
6999,3536,-20,18600,-819,1149,38
7000,3788,-196,18616,-790,1339,146
7001,3476,-448,18292,-669,1446,149
7002,3284,-480,18304,-711,1618,122
7003,3376,-468,18816,-852,1669,239
7004,3212,-404,18780,-752,1721,375
7005,3244,-516,18276,-637,2191,611
7006,2676,-308,18456,-643,2717,1046
7007,3356,-356,18920,-691,3571,1881
7008,7024,-3600,19164,-423,2875,1779
7009,2476,1040,18136,-974,1096,380
7010,2376,4,18708,-840,3584,967
7011,1772,-276,17268,-706,1968,1326
7012,2592,460,19568,-604,1916,1201
7013,1332,-584,18860,-318,2155,1415
7014,1292,-920,19416,-268,1391,1944
7015,1884,-784,19328,-713,1019,2382
7016,1216,-952,19232,-904,1081,2734
7017,1504,-880,18624,-661,816,2993
7018,1528,-604,18756,-392,773,3415
7019,1604,-576,19008,-344,636,3876
7020,904,-768,19188,-623,601,4432
7021,612,-552,19228,-613,749,5085
7022,1296,-96,18796,-413,1033,5629
7023,2012,72,18652,-231,1328,6191
7024,1088,-20,17340,-103,1795,6887
7025,2196,180,17600,-91,2495,7677
7026,1932,-76,17812,15,3222,8234
7027,2736,688,18548,42,3955,8605
7028,2104,576,18364,-18,3772,8803
7029,3420,624,18368,4,3898,8543
7030,3028,824,17716,128,4135,7968
7031,2308,136,16932,141,3804,7121
7032,4108,904,16872,-252,3224,6186
7033,5732,-756,18524,-586,2673,4987
7034,3808,-1564,19996,-327,2186,3087
7035,-544,-1488,19028,-701,2657,3007
7036,452,872,18920,-1124,2571,3616
7037,3512,1420,18252,-643,1839,4043
7038,5180,-68,18940,-113,2693,3909
7039,1880,596,16972,-114,3429,4051
7040,1976,-448,18104,-491,3739,4226
7041,1824,-172,19284,-1030,4835,4313
7042,-208,-444,19552,-825,4782,4206
7043,1460,-292,18812,-500,5242,4421
7044,1104,120,18948,-505,5535,4773
7045,720,88,17364,-658,5903,5024
7046,736,740,16932,-687,6180,4727
7047,-340,-332,17956,-557,6665,4546
7048,-1124,208,18540,-347,6948,4512
7049,344,216,18988,-535,7370,4789
7050,756,1400,18676,-740,7769,4886
7051,-624,424,17332,-720,7725,4764
7052,1992,-372,18500,-662,8240,4715
7053,1600,564,18844,-801,9021,4774
7054,-1080,664,17356,-1272,9271,4693
7055,784,368,18012,-1305,9596,4593
7056,2040,740,19260,-1040,10181,4437
7057,-956,-148,19436,-947,10577,4368
7058,-4,-1124,18636,-1171,9916,3985
7059,-124,-812,18704,-1309,10345,3849
7060,-1780,-792,18116,-1524,9897,3504
7061,-20,-1236,19604,-1219,9587,2851
7062,-48,-576,18704,-1054,8897,1435
7063,-3944,84,17184,-1095,11058,1973
7064,-1392,1020,18364,-961,11891,1592
7065,164,-516,17208,-553,11080,214
7066,-788,-176,20332,-555,10775,917
7067,-2968,-700,20408,-1010,10342,1340
7068,-4076,64,16700,-1505,9095,-143
7069,-3636,-572,17484,-706,8927,-415
7070,-4156,-352,19008,186,8274,-5
7071,-5136,-740,18684,-733,7456,11
7072,-4376,-960,17796,-1373,7336,-86
7073,-4952,-392,17484,-1190,6749,118
7074,-4860,24,17264,-555,6163,80
7075,-5092,100,17996,-583,6016,-74
7076,-4796,-60,18492,-829,5628,119
7077,-5036,-192,18220,-1071,5234,291
7078,-5500,76,17336,-966,5012,327
7079,-5492,-72,17360,-797,4793,379
7080,-6408,168,17060,-841,4480,636
7081,-3128,296,19712,-927,4202,310
7082,-5552,676,18604,-912,3625,-168
7083,-5816,-536,17120,-693,3274,-129
7084,-4688,-44,17396,-753,3244,-82
7085,-4832,104,17972,-878,3325,-101
7086,-5192,-180,18240,-843,3447,-63
7087,-4644,-324,17904,-676,3467,-83
7088,-4988,-288,17548,-662,3620,-133
7089,-5028,-368,17408,-818,3760,-108
7090,-4776,-284,17928,-852,3994,-89
7091,-5028,-136,17836,-774,4248,-122
7092,-4920,-44,17600,-699,4543,-110
7093,-5200,-88,17372,-716,4797,-95
7094,-5252,-368,17424,-737,5077,-99
7095,-5372,-552,17120,-745,5273,-132
7096,-5712,-332,17396,-781,5455,-130
7097,-5916,-184,17220,-794,5651,-98
7098,-5816,-316,17256,-779,5691,-85
7099,-5980,-328,17292,-752,5821,-75
7100,-6572,-360,16960,-821,5959,-101
7101,-6176,-172,17100,-788,6049,-81
7102,-6572,-220,17092,-718,6186,-110
7103,-7132,76,17204,-708,6106,-123
7104,-6924,-540,17016,-692,5762,-109
7105,-7512,-508,16540,-749,5409,-93
7106,-7560,-480,16624,-861,5156,-111
7107,-7124,-128,16856,-916,4909,-108
7108,-7228,-28,16808,-814,4824,-78
7109,-7220,116,16508,-652,4878,-63
7110,-7352,-272,16512,-616,4907,-99
7111,-7416,-312,16840,-679,5004,-94
7112,-7860,-160,16448,-758,4836,-97
7113,-8284,-256,16480,-698,4503,-71
7114,-8200,-384,16336,-685,4196,-77
7115,-7940,-432,16152,-745,4011,-95
7116,-7936,-372,16388,-833,3959,-82
7117,-7764,-144,16320,-864,3987,-101
7118,-7920,-104,16324,-806,4047,-78
7119,-7896,-156,16340,-720,4082,-75
7120,-7976,-212,16380,-734,4220,-75
7121,-8088,-376,16512,-820,4279,-54
7122,-8316,-92,16256,-856,4214,-36
7123,-8352,-216,16116,-749,4148,-60
7124,-8236,-348,16052,-669,4183,-46
7125,-8232,-164,15972,-754,4298,-147
7126,-8296,68,15820,-692,4288,-64
7127,-8772,-220,15736,-839,4328,-62
7128,-9204,-72,15860,-795,4184,-136
7129,-9184,-488,15860,-621,3842,-98
7130,-9364,0,15884,-687,3641,-87
7131,-9032,-64,15868,-715,3343,-67
7132,-9156,-292,15796,-731,3064,-60
7133,-8916,-368,15420,-751,3128,-65
7134,-8796,-396,15400,-692,3075,-118
7135,-8964,-236,15232,-724,3195,-113
7136,-9060,-264,15236,-767,3225,-123
7137,-9592,-24,15580,-715,3127,-88
7138,-9656,84,15744,-737,2799,-109
7139,-9660,-128,15600,-684,2542,-94
7140,-9292,-452,15640,-796,2524,-86
7141,-8480,-260,15580,-804,2513,-134
7142,-8132,-152,15496,-793,3175,-134
7143,-8500,-80,15172,-633,3443,-195
7144,-9012,8,15776,-441,3807,-195
7145,-9228,-364,15788,-639,4077,-216
7146,-9272,-148,15304,-802,4272,-235
7147,-10416,-600,15224,-687,4006,-236
7148,-9792,-160,15644,-498,3745,-354
7149,-10192,-308,15700,-338,3197,-456
7150,-9320,-848,15476,-317,2501,-537
7151,-12032,-584,14092,-349,2402,-375
7152,-9528,-444,14128,-1116,2634,32
7153,-9464,-80,14104,-1123,2541,-108
7154,-10872,-436,15588,-659,2081,-237
7155,-10664,-40,15284,-360,1807,-396
7156,-10360,-364,14732,-279,1249,-439
7157,-10864,-496,14744,-696,663,-399
7158,-10428,-480,14972,-840,197,-335
7159,-10632,-28,15304,-627,-642,-420
7160,-10504,-312,15036,-491,-1280,-452
7161,-12944,-200,14144,-291,-1963,-759
7162,-10316,-36,15104,-309,-2052,-1048
7163,-10540,-352,14828,-87,-2393,-1356
7164,-9480,-712,15100,68,-2589,-1432
7165,-9872,-908,15068,294,-2792,-1554
7166,-10528,-580,14396,484,-3021,-1829
7167,-10152,-52,15168,595,-3040,-2047
7168,-10236,-84,14772,807,-3358,-2175
7169,-10436,-428,14820,1004,-3656,-2222
7170,-9520,-124,14888,792,-3714,-2283
7171,-9536,-652,15272,794,-3924,-2172
7172,-9420,536,16108,647,-4006,-2244
7173,-9612,316,15540,950,-4324,-2222
7174,-9616,-648,15008,973,-4598,-2270
7175,-8540,104,16408,739,-4188,-2433
7176,-9352,-120,15608,738,-4243,-2405
7177,-8220,-128,15332,773,-4084,-2287
7178,-10016,-504,14084,762,-3999,-2311
7179,-8672,724,15848,792,-3760,-2503
7180,-8316,44,15636,768,-3274,-2558
7181,-8540,44,16088,799,-3410,-2196
7182,-8108,352,17868,540,-2840,-1941
7183,-8108,-908,14904,534,-2885,-2002
7184,-8664,-508,15748,278,-2687,-1982
7185,-7780,100,16228,354,-2065,-1935
7186,-8008,196,15524,598,-1972,-1967
7187,-8688,-84,15868,638,-1494,-2028
7188,-8016,-64,15616,561,-1038,-1861
7189,-8108,-404,16300,444,-609,-1756
7190,-7620,-288,16352,414,-327,-1790
7191,-7684,-124,16156,503,-118,-1728
7192,-8268,80,16176,339,-18,-1587
7193,-8116,-236,15860,89,68,-1461
7194,-8324,-576,16032,-49,7,-1281
7195,-8360,-492,15924,-279,10,-1228
7196,-8452,-80,15528,-221,327,-1108
