count,ax,ay,az,gx,gy,gz
1770,2856,-656,18488,-706,3549,-656
1771,2088,-580,18428,-471,3892,-368
1772,1344,-744,18896,-537,3665,-131
1773,3876,516,19504,-767,2615,67
1774,264,-232,17872,-822,1058,-16
1775,344,-936,18204,-1025,-63,-137
1776,120,-344,18860,-1122,-1400,62
1777,1200,-348,18428,-702,-2912,383
1778,1240,-336,19292,-1072,-3842,442
1779,1820,-240,18596,-1198,-5066,613
1780,2772,-244,18236,-1245,-5736,561
1781,4824,-480,17956,-1011,-6163,680
1782,5096,-468,18148,-939,-6632,884
1783,4372,-376,18208,-749,-6385,983
1784,5520,-572,17984,-1149,-4052,-702
1785,5200,-448,17772,-1818,-3374,-1670
1786,6380,-1324,18572,-1622,-441,-224
1787,6680,312,18724,-343,790,112
1788,6884,-452,17632,-526,1418,-508
1789,5352,-932,17400,-692,3875,-699
1790,5232,-908,18152,-592,4479,42
1791,4444,-136,19140,-690,4884,-131
1792,3852,-244,17872,-525,5141,-328
1793,3092,-500,18312,-712,5214,-318
1794,2320,-632,18424,-742,5183,-467
1795,1240,-368,18892,-583,4929,-543
1796,1480,-360,18488,-508,4333,-383
1797,2616,-784,19264,-696,3404,173
1798,-896,592,18104,-779,1758,910
1799,1912,-656,18884,-526,325,185
1800,916,-104,18184,-1196,-867,-18
1801,808,-840,18592,-1274,-1502,143
1802,3384,88,18656,-1234,-2585,349
1803,3024,60,18728,-1170,-2832,69
1804,3364,-308,17976,-947,-3243,308
1805,4436,-412,18292,-909,-3194,647
1806,4896,-612,18740,-840,-2930,882
1807,4576,-1048,18248,-676,-2489,417
1808,4904,-984,17640,-850,-1331,-1135
1809,6668,-196,18664,-1477,-763,-1647
1810,3212,1088,18244,-1453,708,-410
1811,4296,-232,18816,-47,1626,68
1812,5188,-796,18300,-636,1389,-203
1813,3636,-292,17612,-940,3192,-581
1814,3444,-668,18624,-563,2925,92
1815,3488,-176,19412,-925,2483,-32
1816,2896,-424,18176,-832,2796,-255
1817,2732,-492,18316,-773,2431,-156
1818,2812,-200,18608,-892,1998,-67
1819,2536,-504,18604,-736,1739,-97
1820,2332,-536,18648,-722,1227,-91
1821,2524,-480,18480,-894,877,-55
1822,2496,-440,18508,-901,505,-59
1823,2444,-360,18844,-966,133,-92
1824,2652,-288,18560,-957,-283,-105
1825,2692,-448,18320,-853,-519,-93
1826,2832,-460,18584,-881,-785,-66
1827,2968,-408,18704,-915,-935,-85
1828,3060,-352,18412,-873,-1043,-104
1829,3280,-212,18532,-875,-1062,-89
1830,3352,-364,18432,-864,-1054,-123
1831,3484,-440,18572,-851,-979,-137
1832,3648,-576,18284,-865,-902,-117
1833,3536,-584,18364,-888,-757,-82
1834,3732,-524,18320,-926,-560,-120
1835,3700,-364,18504,-914,-443,-117
1836,3720,-320,18432,-820,-352,-127
1837,3612,-528,18376,-773,-200,-116
1838,3616,-548,18288,-800,-76,-144
1839,3708,-580,18312,-794,63,-106
1840,3620,-452,18448,-788,160,-98
1841,3648,-284,18504,-751,279,-104
1842,3420,-376,18316,-791,350,-119
1843,3500,-628,18336,-767,398,-100
1844,3372,-572,18348,-785,408,-103
1845,3352,-448,18560,-773,427,-116
1846,3388,-468,18484,-776,368,-109
1847,3308,-312,18568,-784,318,-122
1848,3364,-500,18372,-790,258,-107
1849,3352,-520,18508,-821,196,-84
1850,3280,-544,18388,-804,207,-103
1851,3480,-520,18352,-800,120,-91
1852,3420,-480,18304,-861,100,-73
1853,3404,-284,18484,-865,150,-84
1854,3464,-480,18480,-860,150,-90
1855,3532,-464,18460,-838,158,-105
1856,3524,-460,18456,-850,251,-117
1857,3524,-428,18468,-831,312,-93
1858,3544,-472,18496,-828,382,-91
1859,3504,-436,18436,-820,506,-98
1860,3608,-556,18460,-845,568,-76
1861,3572,-392,18384,-806,646,-99
1862,3520,-400,18348,-821,704,-78
1863,3452,-392,18512,-779,788,-95
1864,3492,-540,18340,-781,840,-79
1865,3280,-472,18404,-779,892,-90
1866,3380,-664,18644,-754,1021,-85
1867,3364,-284,18416,-798,909,-76
1868,3356,-276,18272,-750,935,-90
1869,3232,-380,18352,-656,990,-82
1870,3292,-448,18676,-743,1041,-72
1871,3156,-516,18340,-761,991,-104
1872,3216,-396,18324,-705,953,-70
1873,3180,-408,18488,-705,940,-94
1874,3172,-400,18744,-764,849,-127
1875,3152,-412,18492,-786,734,-98
1876,2928,-428,18696,-756,691,-96
1877,2908,-420,18536,-704,595,-76
1878,2832,-388,18492,-779,409,-91
1879,2928,-336,18560,-847,346,-104
1880,2888,-432,18652,-805,259,-85
1881,2864,-516,18480,-772,125,-68
1882,3024,-436,18484,-807,1,-84
1883,2940,-412,18496,-824,-90,-98
1884,3056,-372,18564,-809,-201,-85
1885,3096,-384,18616,-819,-251,-83
1886,3028,-440,18488,-810,-302,-66
1887,3176,-440,18476,-840,-360,-71
1888,3204,-408,18568,-821,-369,-87
1889,3264,-552,18472,-833,-363,-96
1890,3200,-460,18424,-841,-336,-87
1891,3276,-380,18716,-834,-313,-94
1892,3244,-304,18552,-833,-314,-102
1893,3320,-276,18452,-799,-307,-90
1894,3212,-328,18352,-819,-201,-88
1895,3424,-612,18444,-833,-204,-96
1896,3424,-448,18504,-881,-176,-105
1897,3392,-460,18624,-831,-126,-88
1898,3368,-412,18452,-806,-70,-92
1899,3588,-376,18556,-829,16,-110
1900,3500,-620,18388,-838,115,-95
1901,3512,-480,18472,-857,210,-93
1902,3652,-464,18492,-847,382,-78
1903,3572,-404,18488,-852,532,-94
1904,3428,-292,18460,-840,695,-89
1905,3636,-420,18464,-804,832,-75
1906,3700,-372,18436,-753,1012,-70
1907,3564,-496,18348,-752,1222,-62
1908,3688,-452,18492,-816,1417,-59
1909,3668,-380,18548,-855,1657,-81
1910,3560,-376,18440,-834,1914,-50
1911,3532,-404,18268,-798,2142,-66
1912,3680,-380,18496,-825,2382,-85
1913,3548,-412,18564,-800,2673,-75
1914,3396,-312,18512,-802,2948,-50
1915,3420,-504,18480,-768,3179,-70
1916,3404,-276,18404,-794,3503,-74
1917,3272,-484,18532,-806,3727,-69
1918,3144,-536,18580,-769,3913,-63
1919,2812,-136,18508,-745,4114,-76
1920,2784,-436,18584,-709,4377,-66
1921,2852,-380,18932,-692,4554,-52
1922,2776,-444,18728,-755,4707,-64
1923,2048,-168,18560,-783,4760,-110
1924,2412,-412,18740,-765,4884,-77
1925,2276,-324,18676,-692,4913,-88
1926,2040,-324,18496,-687,4958,-79
1927,1636,-400,18568,-721,4950,-111
1928,1616,-448,18736,-732,4921,-123
1929,1584,-460,18744,-730,4914,-168
1930,1380,-412,18592,-735,4915,-240
1931,1188,-480,18548,-719,4865,-346
1932,1028,-352,18736,-715,4872,-433
1933,1024,-388,18780,-747,4882,-495
1934,820,-548,18560,-764,4886,-524
1935,464,-308,18556,-739,4944,-496
1936,1224,-288,18384,-780,4845,-209
1937,784,-440,18788,-689,4377,341
1938,440,-208,18800,-767,4320,703
1939,-2120,844,17960,-887,4197,847
1940,2996,-712,20012,-755,4006,262
1941,296,-256,19208,-658,3443,-150
1942,-404,-748,18552,-859,3410,20
1943,324,-224,18532,-865,2933,86
1944,328,-164,18748,-794,2950,-121
1945,-24,-536,18964,-703,2829,-123
1946,88,-304,18684,-771,2590,-48
1947,100,-396,18728,-790,2565,-53
1948,-132,-448,18600,-780,2384,-117
1949,-272,-488,18816,-819,2155,-106
1950,-220,-320,18604,-752,2028,-77
1951,-200,-308,18724,-736,1780,-91
1952,-300,-324,18636,-741,1590,-91
1953,-292,-396,18760,-769,1444,-88
1954,-352,-312,18812,-824,1235,-76
1955,-428,-368,18596,-815,1090,-87
1956,-288,-348,18576,-818,898,-88
1957,-284,-292,18640,-802,779,-103
1958,-264,-284,18808,-823,635,-92
1959,-264,-356,18900,-799,494,-63
1960,-136,-492,18744,-790,442,-81
1961,-144,-392,18656,-821,385,-85
1962,-76,-332,18640,-818,334,-91
1963,-144,-344,18796,-830,322,-79
1964,-36,-392,18708,-789,296,-95
1965,-104,-444,18796,-787,311,-93
1966,-56,-460,18792,-812,332,-82
1967,-164,-440,18664,-833,342,-95
1968,-96,-396,18820,-798,354,-91
1969,-200,-304,18684,-797,345,-106
1970,-240,-404,18512,-746,301,-83
1971,-240,-476,18680,-735,283,-117
1972,-248,-492,18868,-732,169,-118
1973,-300,-360,18772,-713,128,-71
1974,-340,-360,18840,-659,83,-88
1975,-404,-336,18868,-685,-43,-93
1976,-472,-364,18632,-705,-254,-97
1977,-652,-420,18724,-693,-536,-83
1978,-796,-324,18564,-633,-843,-73
1979,-1040,-308,18768,-560,-1263,-78
1980,-1236,-308,18540,-595,-1779,-94
1981,-1380,-468,18680,-775,-2342,-104
1982,-1532,-436,18788,-944,-3156,-105
1983,-1512,-212,18524,-971,-4055,-124
1984,-1568,-308,18560,-910,-4858,25
1985,-1504,-160,18720,-937,-5707,89
1986,-1476,-164,18628,-838,-6577,79
1987,-1400,-380,18612,-870,-7309,168
1988,-728,-440,18848,-1047,-8331,227
1989,-572,-452,18920,-1118,-9038,535
1990,-524,-592,18484,-1127,-9685,952
1991,268,-332,18608,-1204,-10311,1036
1992,700,-524,18520,-1310,-10532,1037
1993,1724,-300,18692,-1288,-11208,871
1994,1256,-184,18700,-1138,-10974,1275
1995,2088,-540,18860,-1035,-11423,1256
1996,3260,-372,18680,-1064,-11357,1069
1997,2836,-628,18616,-860,-11199,1251
1998,3692,-768,18860,-984,-11052,1023
1999,4780,-628,18852,-761,-10386,1056
2000,5620,-816,18984,-569,-9603,946
2001,5784,-1248,18012,-585,-8482,993
2002,6376,-488,18252,-911,-6812,975
2003,7888,-1624,19952,-1305,-5598,759
2004,6708,116,17160,-935,-3926,754
2005,6076,-736,17332,-919,-2243,857
2006,6500,-424,16852,-1040,-849,1036
2007,6448,0,17160,-1100,320,1150
2008,5940,-196,17092,-861,808,1308
2009,5636,-556,17716,-679,1083,1391
2010,5396,-284,17568,-512,1115,1384
2011,5876,-680,17544,-331,1049,1286
2012,4872,-488,17740,-421,1175,1153
2013,4596,-440,18004,-350,1336,1149
2014,5204,-240,18504,-398,1292,1032
2015,4712,-324,18332,-419,1399,913
2016,4704,-500,18340,-493,1650,858
2017,4584,-404,18100,-595,1778,780
2018,4564,-432,18192,-652,1894,594
2019,4488,-372,18404,-715,1907,440
2020,4376,-532,18172,-790,1996,343
2021,4092,-612,18348,-857,2113,366
2022,3828,-544,18620,-644,2226,478
2023,4560,-412,19308,-483,1607,239
2024,3608,-636,18552,-698,1319,92
2025,3044,-376,18432,-893,1173,-44
2026,3224,-224,18352,-944,659,-76
2027,3244,-224,18792,-925,385,-171
2028,3068,-232,18608,-743,141,-383
2029,3212,-492,18560,-822,13,-601
2030,3332,-328,18260,-1133,73,-845
2031,3496,-352,18636,-1382,233,-1113
2032,3652,-332,18700,-1370,314,-1444
2033,3832,-516,18396,-1338,621,-1678
2034,4000,-552,18052,-1311,889,-1852
2035,4068,-536,18140,-1363,1186,-1866
2036,4244,-672,18080,-1343,1454,-1844
2037,4016,-660,18540,-1362,1646,-1919
2038,4028,-584,18620,-1511,1746,-2030
2039,7504,548,19924,-1950,2197,-2307
2040,3848,-552,18628,-1250,1815,-2429
2041,3160,-540,17320,-964,2080,-2191
2042,3820,-416,18364,-1049,2005,-2141
2043,3852,-620,18332,-1050,2003,-1983
2044,3112,-592,18744,-1067,1701,-2013
2045,3328,-708,18488,-1058,1402,-1991
2046,3416,-704,18204,-1153,1411,-1941
2047,3496,-576,18200,-1168,1265,-1942
2048,3744,-584,18488,-1030,1209,-1786
2049,3828,-376,18636,-945,1297,-1581
2050,3736,-436,18552,-1010,1516,-1470
2051,3624,-392,18432,-980,1963,-1286
2052,3816,-536,18492,-921,2477,-1169
2053,3468,-524,18468,-772,2903,-975
2054,3428,-724,17880,-718,3495,-704
2055,3592,-536,18120,-710,4093,-283
2056,3884,-636,18376,-740,4686,9
2057,3356,-588,18452,-710,5069,-37
2058,3608,-656,18596,-718,5398,20
2059,3228,-708,18608,-726,5822,83
2060,3356,-420,18832,-698,6219,142
2061,2368,-328,18688,-717,6531,235
2062,2504,-408,18348,-753,6789,416
2063,2428,-540,18416,-780,6959,576
2064,1968,-524,18764,-734,6902,590
2065,1432,-488,18688,-590,6788,741
2066,1352,-728,18212,-640,6870,985
2067,1052,-556,18716,-798,6876,1090
2068,1324,-424,18748,-794,6728,807
2069,1492,-140,18792,-687,6438,664
2070,1244,-704,18540,-634,6245,614
2071,1700,-128,18648,-716,6105,529
2072,480,-328,18472,-688,6186,828
2073,1392,-1228,18496,-868,6043,694
2074,912,-976,19084,-935,6104,1014
2075,2116,-620,18336,-723,6238,966
2076,324,-412,17660,-716,6183,1125
2077,592,-352,18224,-803,6649,1045
2078,752,-552,18752,-832,6799,972
2079,716,-244,18952,-780,6638,855
2080,412,-916,18376,-563,6318,718
2081,208,-840,18388,-555,6359,709
2082,476,-808,18912,-596,6321,386
2083,724,-572,19496,-588,5815,-59
2084,756,-740,19012,-829,5282,-466
2085,-168,1220,18104,-1015,5498,-447
2086,-1224,-264,17736,-703,6585,682
2087,956,-288,19380,-675,5354,378
2088,460,12,18612,-520,5753,-177
2089,-1196,-480,18528,-139,5961,-428
2090,168,-2408,20044,-169,5266,-251
2091,-540,-192,18224,-528,5234,-645
2092,-1120,-1108,18600,-583,5350,-528
2093,-676,-916,19060,-535,4960,-223
2094,-988,-528,18360,-403,4782,53
2095,-836,-692,18520,-622,5280,-141
2096,-1628,-16,18688,-1031,5675,-231
2097,-1876,-1444,19680,-549,5495,-240
2098,-1816,16,18612,-375,5428,-229
2099,-2648,-496,18016,-314,5430,-242
2100,-1596,-972,18992,-483,5382,-177
2101,-2308,60,18484,-565,5001,-287
2102,-2976,-928,18128,-356,4950,-272
2103,-3376,-368,18280,-378,4579,-359
2104,-2336,-204,19120,-297,4133,-489
2105,-3160,-184,18264,-700,4102,-515
2106,-3388,-184,18572,-574,3735,-413
2107,-3328,-264,18524,-756,3431,-428
2108,-3404,-408,18492,-634,3365,-544
2109,-3444,-312,18408,-726,2971,-578
2110,-3572,-260,18344,-789,2693,-641
2111,-3492,-204,18424,-738,2371,-612
2112,-3708,-220,18024,-557,1928,-631
2113,-3740,-540,17396,-373,1180,-720
2114,-3700,-408,18228,-525,972,-728
2115,-4020,-364,18224,-511,710,-536
2116,-3552,-228,18416,-559,347,-445
2117,-3704,-792,19044,-620,337,-449
2118,-3696,60,18472,-746,-119,-496
2119,-3748,-544,18276,-758,-350,-445
2120,-3688,-200,18440,-802,-576,-519
2121,-3360,-340,18144,-602,-1081,-636
2122,-3348,-448,18316,-399,-1659,-730
2123,-3488,-348,18224,-578,-2129,-533
2124,-2984,-216,18612,-769,-2829,-233
2125,-2500,348,19188,-890,-3516,-98
2126,-6072,-1164,16920,-588,-3564,-283
2127,-2676,128,18340,-478,-3642,-984
2128,-3080,-864,18124,-740,-3446,-1110
2129,-2864,-128,19040,-717,-3947,-1032
2130,-2476,220,18968,-772,-4036,-1220
2131,-2336,-188,18420,-833,-4220,-1238
2132,-2132,-660,18132,-822,-4232,-1161
2133,-1960,-472,18624,-661,-4418,-1230
2134,-1772,-188,18816,-569,-4556,-1342
2135,-1400,-176,18484,-655,-4586,-1209
2136,-1448,-504,18496,-874,-4769,-1277
2137,-1656,-268,18796,-779,-4726,-1243
2138,-956,-324,18672,-832,-4658,-1116
2139,-928,-100,18504,-844,-4405,-976
2140,-1376,-260,18880,-975,-4336,-1098
2141,-640,-352,18572,-1008,-4172,-834
2142,-856,-648,18440,-855,-4424,-724
2143,-1264,-388,18444,-984,-3989,-735
2144,-152,-88,19116,-975,-3897,-667
2145,-928,-632,18296,-848,-4370,-608
2146,-700,32,18828,-873,-4224,-552
2147,-752,-208,18700,-887,-4277,-433
2148,-716,-344,18712,-892,-4128,-200
2149,-784,-12,18920,-1019,-4169,-118
2150,-464,-456,18888,-964,-4059,-260
2151,-284,-364,19000,-1042,-4102,-89
2152,-12,-256,18376,-952,-4150,167
2153,-412,-356,18672,-1042,-4298,29
2154,100,-552,18792,-970,-4322,348
2155,-364,-360,18200,-893,-4643,512
2156,24,-272,18288,-946,-4552,512
2157,-904,-604,18388,-1035,-4862,549
2158,-104,-564,18336,-945,-4729,658
2159,528,-196,19404,-1106,-4835,1136
2160,168,-452,18796,-868,-5319,1646
2161,476,-372,18244,-819,-5666,1990
2162,7368,-2428,17660,-764,-5976,3088
2163,-564,-2592,16076,-376,-4729,1274
2164,536,628,21312,-1269,-4912,1380
2165,1828,-4,19176,-1185,-5614,1583
2166,604,200,18944,-885,-4603,1486
2167,780,-696,18060,-682,-5393,1552
2168,476,-968,18108,-633,-5293,1835
2169,996,-648,18376,-716,-5109,1912
2170,548,-384,18900,-700,-5428,1768
2171,1812,-248,18684,-768,-5701,1825
2172,980,-600,18548,-777,-5699,1693
2173,968,-820,18128,-731,-5875,1609
2174,1408,-796,18144,-791,-5848,1708
2175,2084,-284,18704,-718,-6003,1807
2176,2392,-112,18884,-833,-6301,1681
2177,1592,-436,18648,-792,-6674,1607
2178,2168,-384,18628,-810,-6875,1614
2179,1740,-964,18256,-779,-6979,1578
2180,2164,-424,18732,-693,-7162,1558
2181,2684,-372,18656,-712,-7320,1430
2182,2592,-884,18572,-772,-7573,1268
2183,2988,-108,18860,-842,-7684,1041
2184,3752,-532,18844,-724,-7496,608
2185,3204,-1140,18324,-933,-7513,-57
2186,3488,-436,17972,-861,-6930,-601
2187,4972,-544,18564,-736,-6369,-798
2188,5108,-1128,18360,-1017,-5572,-841
2189,5712,-920,17916,-1176,-4906,-516
2190,5488,-684,17736,-1071,-4121,-179
2191,5704,-600,17532,-734,-2995,181
2192,5576,-560,17960,-951,-2166,366
2193,5612,-336,17688,-901,-1166,580
2194,5728,-308,17924,-851,-29,781
2195,5884,-144,18088,-745,635,852
2196,5828,232,17756,-695,1225,813
2197,5152,156,17724,-848,2342,392
2198,4788,-144,17572,-937,2733,224
2199,5756,136,17944,-1145,3150,-490
2200,5248,304,18504,-931,2295,-1250
2201,4296,-604,17756,-1297,2647,-1524
2202,3444,-992,18148,-1250,3708,-1901
2203,3592,-752,18736,-1356,3068,-2267
2204,4460,-996,18044,-1176,3429,-2197
2205,4028,-564,18036,-1207,3320,-1948
2206,4128,-248,18124,-1061,3200,-1497
2207,3868,-360,18448,-971,3378,-1533
2208,3712,-536,18548,-934,4035,-1564
2209,3124,-664,18708,-1047,4494,-1713
2210,4132,-880,17528,-928,5206,-1572
2211,3300,-524,18308,-991,5839,-1613
2212,3092,-604,17888,-1120,6491,-1800
2213,3636,-808,18616,-1156,7200,-1945
2214,4416,-124,18728,-1057,7841,-1974
2215,5032,-408,18872,-926,8446,-1943
2216,4108,-644,18292,-898,8453,-1808
2217,1996,-1080,18064,-954,8845,-1941
2218,2256,-1188,18020,-908,9310,-2045
2219,2100,-192,18708,-886,8847,-1786
2220,2536,-108,19068,-856,9608,-1698
2221,996,-252,18748,-1080,9541,-1848
2222,956,-308,18776,-1184,9990,-1854
2223,1276,-816,18460,-580,9755,-1663
2224,1260,-856,18280,-484,9715,-1510
2225,-684,-396,18000,-487,10113,-1401
2226,1788,-1556,18900,-1078,10165,-1685
2227,2860,-148,20800,-817,9738,-1759
2228,-948,-688,17860,53,10133,-1421
2229,-416,-1148,19224,-44,9804,-1718
2230,1936,-132,18820,-449,9761,-1717
2231,-660,-920,18620,-528,8915,-2131
2232,236,-104,17964,-577,8044,-2744
2233,-1496,-600,18412,-525,8114,-2673
2234,-268,-292,18184,-232,7170,-2058
2235,-8,-272,18224,235,6417,-2484
2236,848,628,18136,677,5405,-2290
2237,-1908,144,18616,613,3407,-2068
2238,-1640,-132,18412,152,4770,-4018
2239,-616,356,19760,-497,2998,-4518
2240,-1268,-460,18392,-135,2082,-3920
2241,-796,244,18944,265,1224,-2344
2242,-1156,-36,18244,-298,722,-1165
2243,-612,128,20120,-825,-311,-597
2244,-1956,-668,19676,-626,-1305,-750
2245,-2008,-620,19328,-500,-2510,-859
2246,-1648,-528,18792,-535,-3238,-720
2247,-1500,296,19300,-872,-4340,-591
2248,-444,392,18832,-1059,-5151,-319
2249,-1472,-236,18612,-1230,-6555,-21
2250,-1072,-224,18644,-1141,-6758,-37
2251,-720,-536,18748,-1197,-8094,311
2252,1856,12,19992,-1204,-8461,551
2253,-424,-932,18284,-1343,-9091,991
2254,-1144,-208,18724,-1581,-9386,1329
2255,1788,64,18476,-1212,-9844,1727
2256,1040,-692,18276,-1154,-10592,2021
2257,-556,-620,19804,-1048,-10713,2140
2258,312,-364,18312,-1195,-9883,1752
2259,2080,-468,19612,-1341,-10249,1860
2260,3596,-412,17748,-900,-10335,2339
2261,3276,-272,18872,-1000,-9863,2377
2262,3408,-680,18384,-1055,-9724,2359
2263,4740,-496,18716,-1065,-9577,2566
2264,4012,-808,18644,-736,-8882,2336
2265,3648,-744,17632,-947,-8444,2665
2266,4472,-848,18208,-827,-8299,2595
2267,1832,-892,18400,-625,-7383,2486
2268,5016,-16,18644,-528,-6901,2467
2269,2788,-692,18964,-700,-6451,2201
2270,3484,-816,18424,-480,-5528,2174
2271,3372,-148,18868,-457,-4955,1668
2272,3348,-84,18428,-752,-4172,1181
2273,1256,-568,18252,-818,-3442,548
2274,3156,1296,19336,-1302,-4277,1749
2275,2408,-1376,17016,154,-3583,1790
2276,3656,-164,19076,-319,-3420,1068
2277,2652,-448,17936,-1401,-3098,516
2278,4496,-444,19412,-1089,-1788,360
2279,2964,-232,19016,-818,-1289,293
2280,2372,-192,18632,-740,-129,209
2281,1920,-240,18672,-701,1140,326
2282,4588,-248,19452,-1000,1061,-1389
2283,3192,144,18424,-1668,1790,-1900
2284,2516,-716,18832,-838,2467,-1123
2285,2548,-84,18904,-1257,2342,-1245
2286,3024,-704,18448,-1110,2354,-1473
2287,1544,-792,18224,-901,2721,-1479
2288,2452,-240,19068,-1410,2250,-1678
2289,1020,-340,18300,-1325,2064,-1403
2290,2428,-40,18748,-368,1487,-530
2291,2952,-676,18540,-231,1448,-358
2292,2368,-912,18504,-825,1391,-654
2293,2260,-476,18440,-967,1669,-375
2294,3208,256,19496,-975,1805,-133
2295,2372,-1228,17820,-451,1793,180
2296,4352,-448,18908,-678,2473,304
2297,5028,-92,18652,-736,2919,639
2298,2212,-388,18128,-673,3417,859
2299,2120,-892,18088,-466,3603,915
2300,2540,-1388,18304,-136,4213,1266
2301,2072,-732,18540,-112,4025,1429
2302,4208,-84,18992,-331,4322,1763
2303,2764,-748,18728,-508,4042,1472
2304,4968,-1240,18784,-303,4564,1857
2305,1996,988,18028,-517,4607,2162
2306,3840,180,18772,-198,5015,2268
2307,4116,-824,18668,-354,4789,2545
2308,4572,-940,20356,580,3922,1541
2309,1148,-1884,18740,165,3039,473
2310,-560,-1740,17440,139,4731,2015
2311,1140,-284,18328,-193,3111,1276
2312,3016,-284,19676,588,2963,583
2313,1228,-224,19580,101,1703,-59
2314,1084,-184,18284,-283,310,-305
2315,1856,12,18036,-858,-831,-876
2316,2712,-172,17932,-798,-2042,-1255
2317,2876,-396,18176,-740,-3170,-1809
2318,3348,-232,17936,-945,-3469,-2253
2319,4268,-108,18724,-1374,-3667,-2284
2320,5208,-80,18660,-1494,-3399,-2236
2321,5044,88,17940,-1483,-3085,-2390
2322,5040,-200,17248,-1777,-1963,-2477
2323,4980,28,17316,-2133,-764,-2472
2324,6400,64,18204,-2299,492,-2681
2325,5988,-460,19204,-1850,2285,-2258
2326,5312,-656,19216,-1478,2812,-2076
2327,4052,-1504,18804,-1285,3846,-2431
2328,4484,-2168,20056,-704,4102,-2654
2329,3240,-468,18384,-1000,3490,-2606
2330,2624,400,17568,-1162,3739,-2526
2331,2980,-476,18424,-1037,3437,-2745
2332,3524,-460,18712,-834,3308,-2488
2333,2328,-728,19600,-702,2720,-2209
2334,3400,-904,19056,-537,1935,-1559
2335,3328,124,17792,-751,999,-1843
2336,1412,284,18392,-900,331,-1585
2337,276,-1492,19240,-752,-439,-1515
2338,2912,-500,18984,-834,-660,-1376
2339,-408,-1412,18696,-952,-1244,-1982
2340,1268,4,19652,-1152,-2374,-1814
2341,1604,-764,18764,-675,-3395,-1204
2342,404,-1108,18328,-753,-4063,-1219
2343,628,-504,18436,-1200,-5284,-1002
2344,-816,-1032,19364,-1382,-6119,-1047
2345,-404,628,18120,-1365,-6967,-727
2346,1544,-1388,17792,-1255,-7914,-421
2347,824,-340,18032,-1242,-7693,-84
2348,152,-1032,18200,-841,-8250,631
2349,1780,-348,18896,-482,-8022,1374
2350,5032,-616,19276,-459,-9007,537
2351,1680,120,17532,-1763,-9614,-359
2352,-476,-860,18568,-1520,-8545,-485
2353,1312,-1020,18664,-1304,-8293,-909
2354,3100,896,19816,-1331,-10192,534
2355,-1260,1020,15880,158,-8840,1580
2356,476,-36,19440,523,-8678,1620
2357,2592,-1168,18108,-1017,-8507,1484
2358,3324,-672,19436,-378,-6678,1543
2359,3260,-576,18292,-197,-6319,1755
2360,3528,-1196,18524,-164,-4630,1683
2361,5412,-704,18348,-453,-3596,2026
2362,6196,-260,18612,-241,-2485,2525
2363,4816,-376,18080,238,-1794,2818
2364,5752,-316,17268,48,-839,2825
2365,4512,-396,17048,-301,-107,2727
2366,5396,480,17132,-457,693,2471
2367,4156,-476,17660,-109,1096,2435
2368,5656,-1020,18332,-148,1318,2285
2369,5860,-780,18640,13,1688,1842
2370,3680,-648,18452,-134,2618,1882
2371,5448,-556,17408,-471,3098,1748
2372,5524,-1184,17912,-581,3800,1477
2373,4980,-1344,18128,-553,4927,1099
2374,5164,-360,18476,-577,5676,990
2375,4408,-268,18852,-1265,6438,106
2376,10840,680,19496,-1128,6531,686
2377,7448,2816,18248,-834,8176,908
2378,2364,-628,18324,292,8325,432
2379,2312,-1200,16312,-597,8923,-413
2380,1140,-2300,17488,-920,10069,-207
2381,5968,-1768,18420,-1079,10473,-768
2382,3116,-1444,19016,-533,10610,-871
2383,6252,-1272,18372,-365,10616,-1062
2384,5156,-3056,17900,-762,11060,-2280
2385,1476,-548,19008,-731,9638,-4466
2386,3364,-1020,18928,-589,11784,-3360
2387,6844,-2568,19732,275,11012,-3901
2388,5664,1536,17632,-360,10542,-4818
2389,4780,-1280,18312,-717,10441,-5865
2390,8536,-1096,19140,-1430,9203,-6050
2391,2168,2256,18476,-1643,9420,-6348
2392,2216,1376,18532,-1439,8831,-6522
2393,3100,388,19056,-1446,8144,-6647
2394,3108,-468,18320,-1716,7483,-6366
2395,2212,72,18320,-1185,7079,-5077
2396,1172,900,19420,-856,8301,-5765
2397,2508,-2656,17108,-678,8255,-6346
2398,1372,-864,18776,-1450,9149,-6355
2399,316,588,19628,-391,9547,-4689
2400,472,-104,19012,-2,8570,-4119
2401,1224,-1124,18432,-142,8979,-3854
2402,2212,-1036,19508,-251,8904,-3162
2403,48,-740,18288,-130,8009,-2118
2404,0,-104,18652,-174,7676,-1698
2405,520,-128,18700,-434,7613,-1119
2406,136,56,19400,-760,7093,-373
2407,20,-100,18988,-805,7189,69
2408,-456,-44,19140,-837,6948,263
2409,-856,-556,18436,-842,7301,493
2410,-924,-372,17992,-681,6995,539
2411,-1616,-496,18100,-553,6956,180
2412,-1960,-772,18136,-513,7115,-299
2413,-2544,-452,18168,-577,6860,-457
2414,-2344,184,18836,-518,5791,-455
2415,-2516,224,18572,-364,5393,-272
2416,-3540,-560,18728,-383,4259,-244
2417,-3924,-1352,18064,-570,2944,-204
2418,-3712,-788,18380,-577,2012,12
2419,-3456,-104,18804,-720,456,545
2420,-4376,-512,18064,-599,-582,580
2421,-6276,-228,18348,-711,-2428,670
2422,-3192,420,20036,-1154,-3627,969
2423,-4396,-280,18768,-995,-5193,1212
